row_index,brand,name,slug,longevity_score,sillage_score,versatility_score,matched_source,matched_url,matched_confidence,recommended_next_action,notes
204,Tom Ford,Noir Extreme Parfum,tom-ford-noir-extreme-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/noir-extreme-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
205,Dolce & Gabbana,Light Blue pour Homme Forever,dolce-and-gabbana-light-blue-pour-homme-forever,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Dolce_Gabbana/light-blue-pour-homme-forever,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
206,Marc Gebauer,Vendetta,marc-gebauer-vendetta,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/marc-gebauer/vendetta,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
207,Arabiyat Prestige,Marwa,arabiyat-prestige-marwa,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/arabiyat-prestige/marwa,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
208,Lattafa Pride,Art of Arabia I,lattafa-pride-art-of-arabia-i,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/lattafa-pride/art-of-arabia-i,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
209,Stéphane Humbert Lucas,Black Gemstone,stephane-humbert-lucas-black-gemstone,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Stephane_Humbert_Lucas/Black_Gemstone,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
210,Xerjoff,Nio,xerjoff-nio,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/nio,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
211,Dior,Fahrenheit Parfum,dior-fahrenheit-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Dior/Fahrenheit_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
212,Viktor & Rolf,Spicebomb Infrared Eau de Toilette,viktor-and-rolf-spicebomb-infrared-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Viktor_Rolf/spicebomb-infrared-eau-de-toilette,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
213,Zara,Sunrise on the Red Sand Dunes Intense,zara-sunrise-on-the-red-sand-dunes-intense,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Zara/sunrise-on-the-red-sand-dunes-intense,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
214,Amouage,Interlude 53,amouage-interlude-53,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/interlude-53,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
215,Creed,Bois du Portugal,creed-bois-du-portugal,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Creed/Bois_du_Portugal,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
216,Gucci,Gucci pour Homme II Eau de Toilette,gucci-gucci-pour-homme-ii-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Gucci/Gucci_pour_Homme_II_Eau_de_Toilette,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
217,Louis Vuitton,Orage,louis-vuitton-orage,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Louis_Vuitton/Orage,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
218,Nicolaï,New York Intense,nicolai-new-york-intense,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nicolai/New_York_Intense,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
219,Guerlain,Héritage Eau de Toilette,guerlain-heritage-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Heritage_Eau_de_Toilette,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
220,Amouage,Dia Man,amouage-dia-man,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/Dia_for_Men,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
221,Yves Saint Laurent,La Nuit de L'Homme Le Parfum,yves-saint-laurent-la-nuit-de-lhomme-le-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/La_Nuit_de_L_Homme_Le_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
222,Chanel,Pour Monsieur Eau de Toilette,chanel-pour-monsieur-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Chanel/Pour_Monsieur_A_Gentleman_s_Cologne_For_Men,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
223,Amouage,Journey Man,amouage-journey-man,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/Journey_Man,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
224,Guerlain,L'Homme Idéal Cologne,guerlain-lhomme-ideal-cologne,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/L_Homme_Ideal_Cologne,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
225,Yves Saint Laurent,Opium pour Homme Eau de Toilette,yves-saint-laurent-opium-pour-homme-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Opium_pour_Homme,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
226,Amouage,Jubilation 40,amouage-jubilation-40,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/jubilation-40,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
227,Parfums MDCI,Chypre Palatin,parfums-mdci-chypre-palatin,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_MDCI/Chypre_Palatin,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
228,Prada,Luna Rossa Sport,prada-luna-rossa-sport,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Prada/Luna_Rossa_Sport,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
229,Casamorati,Mefisto Gentiluomo,casamorati-mefisto-gentiluomo,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/casamorati/mefisto-gentiluomo,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
230,L'Occitane en Provence,Cèdre Encens,loccitane-en-provence-cedre-encens,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/LOccitane_en_Provence/cedre-encens-eau-des-baux,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
231,Yves Saint Laurent,Opium pour Homme Eau de Parfum,yves-saint-laurent-opium-pour-homme-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Yves_Saint_Laurent/Opium_pour_Homme_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
232,Zara,Sand Desert at Sunset,zara-sand-desert-at-sunset,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Zara/sand-desert-at-sunset,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
233,Bentley,Bentley for Men Absolute,bentley-bentley-for-men-absolute,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Bentley/Bentley_for_Men_Absolute,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
234,Clive Christian,X for Men,clive-christian-x-for-men,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Clive_Christian/x-for-men,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
235,Rabanne,1 Million Lucky,rabanne-1-million-lucky,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Rabanne/1_Million_Lucky,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
236,Guerlain,Guerlain Homme Eau de Parfum,guerlain-guerlain-homme-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Guerlain_Homme_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
237,Penhaligon's,The Blazing Mister Sam,penhaligons-the-blazing-mister-sam,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Penhaligons/the-blazing-mister-sam,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
238,Xerjoff,K'Bridge Club,xerjoff-kbridge-club,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/k-bridge-club,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
239,Giorgio Armani,Armani Code Absolu pour Homme,giorgio-armani-armani-code-absolu-pour-homme,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Giorgio_Armani/Armani_Code_Absolu_pour_Homme,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
240,Chanel,Allure Homme Édition Blanche Eau de Toilette Concentrée,chanel-allure-homme-edition-blanche-eau-de-toilette-concentree,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Chanel/Allure_Homme_Edition_Blanche_Eau_de_Toilette_Concentree,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
241,Loewe,Esencia Eau de Parfum,loewe-esencia-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Loewe/Esencia_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
242,Penhaligon's,Sartorial,penhaligons-sartorial,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Penhaligons/Sartorial,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
243,Hugo Boss,Boss Bottled Intense Eau de Parfum,hugo-boss-boss-bottled-intense-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Hugo_Boss/Boss_Bottled_Intense_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
244,Afnan Perfumes,Supremacy Collector's Edition,afnan-perfumes-supremacy-collectors-edition,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Afnan_Perfumes/supremacy-collector-s-edition,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
245,Versace,Eros Parfum,versace-eros-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Versace/eros-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
246,Parfums MDCI,Invasion Barbare,parfums-mdci-invasion-barbare,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_MDCI/Invasion_Barbare,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
247,Boucheron,Jaïpur Homme Eau de Parfum,boucheron-jaipur-homme-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Boucheron/Jaipur_Homme_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
248,Parfums de Marly,Habdan,parfums-de-marly-habdan,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Royal_Essence_Habdan,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
249,Clive Christian,1872 for Men,clive-christian-1872-for-men,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Clive_Christian/1872-for-men,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
250,Houbigant,Fougère Royale (2010) Eau de Parfum,houbigant-fougere-royale-2010-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Houbigant/Fougere_Royale_2010,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
251,Giorgio Armani,Armani Code (2021) Eau de Parfum,giorgio-armani-armani-code-2021-eau-de-parfum,,,,,,,Find a trusted score source before curating this perfume manually.,No trusted score-capable source is connected to the pipeline yet.
252,Amouage,Overture Man,amouage-overture-man,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Amouage/overture-man,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
253,Guerlain,Habit Rouge Eau de Parfum,guerlain-habit-rouge-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Habit_Rouge_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
254,Ormonde Jayne,Ormonde Man Eau de Parfum,ormonde-jayne-ormonde-man-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Ormonde_Jayne/Ormonde_Man,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
255,Hermès,Bel Ami Eau de Toilette,hermes-bel-ami-eau-de-toilette,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Hermes/Bel_Ami_Eau_de_Toilette,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
256,Xerjoff,Alexandria II Parfum,xerjoff-alexandria-ii-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/alexandria-ii-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
257,Maison Francis Kurkdjian,Grand Soir Eau de Parfum,maison-francis-kurkdjian-grand-soir-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/grand-soir-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
258,Tom Ford,Oud Wood Eau de Parfum,tom-ford-oud-wood-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Oud_Wood_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
259,Kilian,Angels' Share Eau de Parfum,kilian-angels-share-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Kilian/angels-share-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
260,Widian,London Extrait de Parfum,widian-london-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Widian/london-extrait-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
261,Parfums de Marly,Herod,parfums-de-marly-herod,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Royal_Essence_Herod,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
262,Xerjoff,Torino21,xerjoff-torino21,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/torino21,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
263,Xerjoff,40 Knots,xerjoff-40-knots,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/40-knots,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
264,Initio,Side Effect,initio-side-effect,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/Side_Effect,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
265,Tom Ford,Tobacco Vanille Eau de Parfum,tom-ford-tobacco-vanille-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Tobacco_Vanille_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
266,Louis Vuitton,Afternoon Swim,louis-vuitton-afternoon-swim,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Louis_Vuitton/Afternoon_Swim,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
267,Xerjoff,Accento,xerjoff-accento,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/Accento,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
268,Louis Vuitton,Ombre Nomade,louis-vuitton-ombre-nomade,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Louis_Vuitton/Ombre_Nomade,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
269,Clive Christian,XXI: Art Deco - Blonde Amber,clive-christian-xxi-art-deco-blonde-amber,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Clive_Christian/xxi-art-deco-blonde-amber,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
270,Parfums de Marly,Oajan,parfums-de-marly-oajan,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Royal_Essence_Oajan,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
271,Xerjoff,Uden,xerjoff-uden,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/uden,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
272,Casamorati,Lira Eau de Parfum,casamorati-lira-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/casamorati/lira-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
273,Xerjoff,Tony Iommi Monkey Special,xerjoff-tony-iommi-monkey-special,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Xerjoff/tony-iommi-monkey-special,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
274,Tom Ford,Ombré Leather (2018) Eau de Parfum,tom-ford-ombre-leather-2018-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/ombre-leather-2018-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
275,Nishane,Ani Extrait de Parfum,nishane-ani-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nishane/Ani,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
276,Tom Ford,Lost Cherry Eau de Parfum,tom-ford-lost-cherry-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Lost_Cherry,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
277,Maison Francis Kurkdjian,Oud Satin Mood Eau de Parfum,maison-francis-kurkdjian-oud-satin-mood-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/Oud_Satin_Mood_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
278,Nishane,Wūlóng Chá Extrait de Parfum,nishane-wulong-cha-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nishane/Wlng_Cha,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
279,Anfas,Salam,anfas-salam,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Anfas/Salam,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
280,Dior,Ambre Nuit Eau de Parfum,dior-ambre-nuit-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Dior/ambre-nuit-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
281,Creed,Virgin Island Water,creed-virgin-island-water,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Creed/Virgin_Island_Water,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
282,Lattafa,Khamrah,lattafa-khamrah,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Lattafa/khamrah,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
283,Nishane,Nefs,nishane-nefs,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Nishane/Nefs,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
284,bdk Parfums,Gris Charnel Eau de Parfum,bdk-parfums-gris-charnel-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/bdk_Parfums/gris-charnel-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
285,Initio,Oud for Greatness Eau de Parfum,initio-oud-for-greatness-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Initio/oud-for-greatness-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
286,Pana Dora,Oud Republic,pana-dora-oud-republic,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/pana-dora/oud-republic,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
287,Maison Francis Kurkdjian,Baccarat Rouge 540 Extrait de Parfum,maison-francis-kurkdjian-baccarat-rouge-540-extrait-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/Baccarat_Rouge_540_Extrait_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
288,Parfums de Marly,Carlisle,parfums-de-marly-carlisle,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Parfums_de_Marly/Carlisle,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
289,Guerlain,Angélique Noire,guerlain-angelique-noire,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Guerlain/Angelique_Noire,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
290,Simone Andreoli,Malibù - Party in the Bay,simone-andreoli-malibu-party-in-the-bay,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Simone_Andreoli/malibu-party-in-the-bay,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
291,Marc-Antoine Barrois,Ganymede Eau de Parfum,marc-antoine-barrois-ganymede-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Marc_Antoine_Barrois/ganymede-eau-de-parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
292,Essential Parfums,Bois Impérial Eau de Parfum,essential-parfums-bois-imperial-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Essential_Parfums/bois-imperial-eau-de-parfum-1,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
293,Louis Vuitton,Pacific Chill,louis-vuitton-pacific-chill,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Louis_Vuitton/pacific-chill,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
294,Marc Gebauer,Orange Flamingo,marc-gebauer-orange-flamingo,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/marc-gebauer/orange-flamingo,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
295,Attar Collection,Khaltat Night Eau de Parfum,attar-collection-khaltat-night-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Attar_Collection/Khaltat_Night_Eau_de_Parfum,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
296,Tom Ford,Fucking Fabulous Eau de Parfum,tom-ford-fucking-fabulous-eau-de-parfum,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Tom_Ford/Fucking_Fabulous,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
297,Maison Francis Kurkdjian,Gentle Fluidity (Silver),maison-francis-kurkdjian-gentle-fluidity-silver,,,,Parfumo Top Lists,https://www.parfumo.com/Perfumes/Maison_Francis_Kurkdjian/gentle-fluidity-silver,1,Add a trusted score-capable adapter for this source or curate these scores manually with provenance.,"Trusted match exists, but no implemented adapter currently provides score fields."
